Período;Região;Instituição;Localização Geográfica;Médicos S/ Internos;Médicos Internos;Enfermeiros;Técnicos Superiores de Saúde;Farmacêuticos;Técnicos de Diagnóstico e Terapêutica;Assistentes Técnicos;Assistentes Operacionais;Técnicos Superiores;Informáticos;Outros;Total Geral
2020-09;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, E.P.E.;40.9293884,-8.5458794;294;167;722;17;;143;181;691;39;10;11;2275
2020-09;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072,-8.5404429;159;79;805;25;;181;193;597;58;12;19;2128
2020-09;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;55;36;173;46;;36;53;154;37;4;14;608
2020-09;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro - Rovisco Pais;40.297919,-8.7707806;14;10;73;1;;29;18;82;16;2;3;248
2020-09;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946,-8.6937515;172;115;600;13;;122;148;464;30;7;17;1688
2020-09;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234,-8.6171561;66;46;214;5;;32;54;156;11;3;5;592
2020-09;Serviços Centrais;Secretaria Geral do Ministério da Saúde;;;;;;;;15;15;21;1;7;59
2020-09;Região de Saúde Norte;Unidade Local de Saúde Alto Minho, E.P.E.;41.7056054,-8.8252713;422;180;1004;35;;129;399;611;68;12;17;2877
2020-09;Região de Saúde do Alentejo;Unidade Local de Saúde Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;90;48;399;6;;93;172;234;27;4;13;1086
2020-10;Serviços Centrais;Ação Governativa;;;;;;;;7;6;;1;22;36
2020-10;Região de Saúde do Centro;Administração Regional de Saúde do Centro, I.P.;;1036;379;1374;69;;152;1065;442;223;17;20;4777
2020-10;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, E.P.E.;40.9293884,-8.5458794;298;167;723;17;;142;186;696;39;10;11;2289
2020-10;Região de Saúde Norte;Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;314;200;1091;30;;210;235;707;46;17;12;2862
2020-10;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;274;141;808;21;;121;150;460;21;4;23;2023
2020-10;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;168;97;645;13;;145;213;453;30;8;24;1796
2020-10;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711,-8.7589945;112;35;280;9;;38;82;170;31;4;8;769
2020-10;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;120;84;450;11;;103;157;318;60;10;9;1322
2020-10;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;457;282;1654;37;;339;509;1109;122;20;37;4566
2020-10;Região de Saúde Norte;Hospital da Senhora da Oliveira - Guimarães, E.P.E.;41.4387173,-8.3086907;278;163;775;15;;123;149;398;43;7;20;1971
2020-10;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;390;274;1110;43;;250;288;801;60;10;33;3259
2020-10;Serviços Centrais;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;;7;;4;88;;104;91;60;127;4;65;550
2020-10;Serviços Centrais;Instituto Português do Sangue e da Transplantação, I.P.;;28;;84;20;;136;79;84;47;9;9;496
2020-10;Região de Saúde do Alentejo;Unidade Local de Saúde Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;95;46;415;6;;96;171;236;27;4;13;1109
2020-11;Serviços Centrais;Administração Central do Sistema de Saúde, I.P.;;1;;3;;;;32;6;107;3;25;177
2020-11;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;;116;34;233;15;;45;195;101;70;9;11;829
2020-11;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve, I.P.;;296;66;503;34;;139;347;250;129;11;13;1788
2020-11;Região de Saúde Norte;Administração Regional de Saúde do Norte, I.P.;;2067;708;3031;144;;227;2220;960;456;27;38;9878
2020-11;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;585;352;1571;42;;360;418;1071;73;12;33;4517
2020-11;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro - Rovisco Pais;40.297919,-8.7707806;15;9;73;1;;29;18;82;16;2;3;248
2020-11;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897,-8.8586755;95;57;250;6;;62;64;161;19;3;7;724
2020-11;Serviços Centrais;Instituto Nacional de Emergência Médica, I.P.;;10;;186;;;;84;8;80;10;1028;1406
2020-11;Serviços Centrais;Instituto Português do Sangue e da Transplantação, I.P.;;32;;85;21;;136;79;86;45;9;9;502
2020-12;Região de Saúde do Centro;Administração Regional de Saúde do Centro, I.P.;;1035;371;1382;68;;151;1064;441;223;17;21;4773
2020-12;Região de Saúde Norte;Administração Regional de Saúde do Norte, I.P.;;2081;706;3105;144;;240;2255;986;474;27;38;10056
2020-12;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;263;137;834;14;;170;231;722;44;7;23;2445
2020-12;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;176;91;660;13;;148;216;458;31;8;24;1825
2020-12;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;1016;607;3229;110;;519;710;1987;145;28;53;8404
2020-12;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711,-8.7589945;120;35;304;9;;43;87;186;30;4;8;826
2020-12;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;851;583;2029;73;;517;621;1548;181;24;68;6495
2020-12;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897,-8.8586755;94;57;250;6;;62;64;161;19;3;7;723
2020-12;Região de Saúde do Alentejo;Hospital do Espírito Santo de Évora, E.P.E.;38.5684861,-7.9032848;206;116;605;6;;149;159;433;43;6;29;1752
2020-12;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;416;255;1102;44;;255;291;814;61;10;33;3281
2020-12;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;156;46;298;28;;105;119;280;32;5;11;1080
2020-12;Região de Saúde do Alentejo;Unidade Local de Saúde Norte Alentejano, E.P.E.;39.3003425,-7.4263845;155;46;589;7;;124;257;390;41;9;25;1643
2021-01;Serviços Centrais;Ação Governativa;;;;;;;;7;6;;1;26;40
2021-01;Serviços Centrais;Administração Central do Sistema de Saúde, I.P.;;1;;3;;;;32;6;115;3;26;186
2021-01;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;;119;46;249;14;1;48;199;108;69;9;11;873
2021-01;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, E.P.E.;40.9293884,-8.5458794;312;169;760;10;7;146;191;736;41;10;11;2393
2021-01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;287;145;811;11;10;122;150;466;22;4;23;2051
2021-01;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;172;125;664;4;9;147;218;478;31;8;26;1882
2021-01;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;57;40;179;38;7;36;53;165;39;5;13;632
2021-01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;364;232;1012;6;15;189;246;587;33;9;23;2716
2021-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;781;506;1626;30;35;325;422;1008;105;17;33;4888
2021-01;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro - Rovisco Pais;40.297919,-8.7707806;14;12;73;;1;29;20;90;16;2;3;260
2021-01;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234,-8.6171561;76;42;243;2;3;33;53;165;14;3;5;639
2021-01;Região de Saúde LVT;Instituto de Oftalmologia Gama Pinto;38.7218793,-9.144249;28;6;24;;1;11;20;9;9;1;6;115
2021-01;Região de Saúde Norte;Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.;41.1785642,-8.6062881;311;113;720;42;19;199;221;537;66;13;32;2273
2021-01;Serviços Centrais;Secretaria Geral do Ministério da Saúde;;;;;;;;14;15;22;1;7;59
2021-01;Região de Saúde do Alentejo;Unidade Local de Saúde Baixo Alentejo, E.P.E.;38.014123,-7.8721227;147;70;629;21;9;138;266;456;46;15;24;1821
2021-02;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;;121;46;250;14;1;48;199;108;69;9;11;876
2021-02;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve, I.P.;;300;81;511;30;3;143;396;236;131;11;13;1855
2021-02;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;591;413;1598;12;30;371;423;1144;76;12;32;4702
2021-02;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;266;152;837;3;11;172;231;739;45;7;22;2485
2021-02;Região de Saúde Norte;Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;334;212;1167;16;14;218;255;753;45;17;12;3043
2021-02;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;1018;709;3281;49;60;532;706;2046;160;28;54;8643
2021-02;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;362;232;1032;6;14;190;247;610;34;9;23;2759
2021-02;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;784;501;1632;30;35;325;420;1027;105;17;33;4909
2021-02;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649,-8.6649823;41;25;172;11;4;9;32;157;15;2;6;474
2021-02;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234,-8.6171561;76;41;249;2;3;33;54;168;13;3;5;647
2021-02;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;157;51;299;18;10;107;119;283;34;4;10;1092
2021-02;Região de Saúde Norte;Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.;41.1785642,-8.6062881;314;110;725;42;19;196;223;551;67;13;32;2292
2021-02;Serviços Centrais;Secretaria Geral do Ministério da Saúde;;;;;;;;14;15;22;1;7;59
2021-02;Região de Saúde do Alentejo;Unidade Local de Saúde Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;98;50;414;5;1;98;175;263;30;5;12;1151
2021-03;Região de Saúde do Centro;Administração Regional de Saúde do Centro, I.P.;;1058;448;1382;59;9;153;1059;440;223;17;22;4870
2021-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;266;161;925;12;10;146;174;574;39;10;8;2325
2021-03;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;613;355;1447;18;16;254;314;1060;70;16;27;4190
2021-03;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;783;500;1633;30;36;325;418;1048;109;17;33;4932
2021-03;Região de Saúde Norte;Hospital da Senhora da Oliveira - Guimarães, E.P.E.;41.4387173,-8.3086907;296;176;816;4;11;134;150;419;54;7;16;2083
2021-03;Serviços Centrais;Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências;;1;;;1;;;42;3;67;8;43;165
2021-03;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;;;;;;;;64;3;154;17;41;279
2021-03;Região de Saúde Norte;Unidade Local de Saúde Alto Minho, E.P.E.;41.7056054,-8.8252713;447;188;1055;26;9;131;407;678;73;17;16;3047
2021-03;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, E.P.E.;39.8212263,-7.4981271;155;76;534;9;10;101;173;352;28;11;9;1458
2021-03;Região de Saúde do Centro;Unidade Local de Saúde Guarda, E.P.E.;40.5309916,-7.2734793;218;105;805;16;11;145;238;666;48;13;27;2292
2021-04;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;;119;46;251;14;1;48;200;108;71;9;12;879
2021-04;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;190;114;706;5;10;170;179;525;33;8;23;1963
2021-04;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;264;150;837;3;10;170;231;743;45;7;22;2482
2021-04;Região de Saúde Norte;Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;334;209;1162;16;14;218;253;749;47;17;11;3030
2021-04;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072,-8.5404429;178;93;822;9;16;193;196;651;58;14;19;2249
2021-04;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;783;497;1627;30;36;325;417;1054;110;17;33;4929
2021-04;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015,-8.5933462;8;;43;;1;14;20;35;7;1;3;132
2021-04;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897,-8.8586755;91;59;259;1;5;62;63;164;20;3;7;734
2021-04;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;418;287;1115;44;;267;301;832;65;10;32;3371
2021-04;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234,-8.6171561;78;42;245;2;3;33;52;166;15;3;5;644
2021-04;Serviços Centrais;Secretaria Geral do Ministério da Saúde;;;;;;;;14;15;23;1;7;60
2021-04;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;;;;;;;;64;3;157;17;41;282
2021-04;Região de Saúde Norte;Unidade Local de Saúde Alto Minho, E.P.E.;41.7056054,-8.8252713;445;188;1054;26;9;132;405;676;73;17;17;3042
2021-05;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;;118;46;252;14;1;46;201;103;71;9;12;873
2021-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;262;158;915;13;10;147;175;568;39;10;8;2305
2021-05;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;263;147;838;3;10;169;230;741;44;7;22;2474
2021-05;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072,-8.5404429;176;93;823;9;16;195;195;650;56;14;15;2242
2021-05;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;846;697;2007;25;48;537;630;1575;190;24;68;6647
2021-05;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713,-9.1822554;438;227;1059;4;12;239;247;686;76;10;32;3030
2021-05;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;413;282;1112;43;;268;301;831;68;10;32;3360
2021-05;Região de Saúde LVT;Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.;38.7396768,-9.1634516;262;114;577;11;20;205;260;449;101;11;31;2041
2021-06;Serviços Centrais;Administração Central do Sistema de Saúde, I.P.;;1;;3;;;;31;6;125;3;28;197
2021-06;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;258;155;917;13;10;148;175;566;39;10;8;2299
2021-06;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;1009;697;3270;48;60;539;710;2038;162;27;58;8618
2021-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072,-8.5404429;176;93;815;9;16;196;194;641;57;13;16;2226
2021-06;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;57;38;177;38;7;36;55;167;38;5;13;631
2021-06;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;360;225;1033;6;15;189;248;601;36;9;22;2744
2021-06;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;841;685;2000;25;48;537;629;1579;191;24;67;6626
2021-06;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;473;340;1728;4;33;377;534;1218;132;20;40;4899
2021-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;1085;638;2772;23;52;689;770;2056;133;26;60;8304
2021-06;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro - Rovisco Pais;40.297919,-8.7707806;14;11;73;;2;29;20;90;16;2;2;259
2021-06;Serviços Centrais;Direção-Geral da Saúde;;12;;13;2;;1;26;10;55;3;17;139
2021-06;Região de Saúde LVT;Hospital de Vila Franca de Xira, E.P.E.;;225;84;426;1;12;95;131;331;54;4;9;1372
2021-06;Serviços Centrais;Instituto Nacional de Emergência Médica, I.P.;;12;;191;;;;89;7;84;9;1012;1404
2021-06;Serviços Centrais;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;;7;;4;58;30;102;92;61;138;4;80;576
2021-06;Região de Saúde LVT;Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.;38.7396768,-9.1634516;259;111;574;11;20;204;263;450;104;11;31;2038
2021-06;Região de Saúde Norte;Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.;41.1785642,-8.6062881;316;110;750;43;19;199;229;560;80;13;33;2352
2021-06;Região de Saúde do Centro;Unidade Local de Saúde Guarda, E.P.E.;40.5309916,-7.2734793;208;98;804;16;11;147;239;639;48;13;27;2250
2021-06;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;469;232;994;7;15;168;326;484;62;11;36;2804
2021-07;Região de Saúde do Centro;Administração Regional de Saúde do Centro, I.P.;;997;441;1414;59;9;154;1066;421;220;17;21;4819
2021-07;Região de Saúde Norte;Administração Regional de Saúde do Norte, I.P.;;2097;812;3279;140;4;262;2277;971;484;27;38;10391
2021-07;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, E.P.E.;40.9293884,-8.5458794;310;167;756;10;6;139;188;727;39;10;16;2368
2021-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;575;392;1561;12;30;371;425;1156;84;12;30;4648
2021-07;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;260;143;836;3;10;171;231;747;44;7;22;2474
2021-07;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;838;675;1996;25;48;537;630;1584;195;24;67;6619
2021-07;Região de Saúde Norte;Centro Hospitalar Universitário de S. João, E.P.E.;41.1831056,-8.6010558;979;581;2523;17;42;385;421;1382;164;22;47;6563
2021-07;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;490;309;1724;4;33;383;534;1224;132;20;39;4892
2021-07;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;779;480;1616;30;36;324;415;1038;112;17;33;4880
2021-07;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;1080;627;2757;22;53;694;773;2072;133;26;60;8297
2021-07;Serviços Centrais;Direção-Geral da Saúde;;12;;13;2;;1;26;9;55;3;17;138
2021-07;Região de Saúde do Alentejo;Hospital do Espírito Santo de Évora, E.P.E.;38.5684861,-7.9032848;207;123;608;;6;157;171;439;48;6;29;1794
2021-07;Serviços Centrais;Instituto Nacional de Emergência Médica, I.P.;;12;;194;;;;86;7;86;9;1008;1402
2021-07;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, E.P.E.;39.8212263,-7.4981271;151;70;539;9;10;106;186;359;30;12;9;1481
2021-08;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;;114;41;249;14;1;48;202;105;76;9;12;871
2021-08;Região de Saúde do Centro;Administração Regional de Saúde do Centro, I.P.;;991;435;1412;59;9;155;1061;416;220;17;21;4796
2021-08;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;189;102;700;5;10;171;176;521;34;8;22;1938
2021-08;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, E.P.E.;40.9293884,-8.5458794;311;164;757;10;6;139;189;729;39;10;17;2371
2021-08;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;605;343;1451;18;18;261;315;1043;69;16;26;4165
2021-08;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;57;38;176;38;7;37;60;163;38;5;13;632
2021-08;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;861;639;1985;25;48;538;631;1582;195;24;67;6595
2021-08;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro - Rovisco Pais;40.297919,-8.7707806;12;11;73;;2;29;20;88;16;2;3;256
2021-08;Serviços Centrais;Direção-Geral da Saúde;;11;;13;2;;1;27;9;53;3;17;136
2021-08;Região de Saúde LVT;Hospital de Vila Franca de Xira, E.P.E.;;226;84;430;9;12;106;140;337;44;4;10;1402
2021-08;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897,-8.8586755;90;57;260;1;6;64;60;168;21;2;7;736
2021-08;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946,-8.6937515;172;112;630;4;9;129;152;492;34;7;17;1758
2021-08;Serviços Centrais;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;;7;;4;58;29;100;93;63;142;5;81;582
